uid_rt,msi_uid,msi_uid_rt
-9222975002879431468,0.7257536157305116,0.8778774288737939
-9222742428357238434,-1.3432806451419521,-0.7211319201639583
-9222034415581665965,0.6224539764649935,0.8601945339347689
-9221778604916172400,-1.3312982081643348,0.3693093350641299
-9221473322455605813,0.5470409648292263,0.0554839274659282
-9221012274520296647,-1.1376340651862802,-1.7560265956748258
-9220287581485854731,0.3723923051456071,1.6776370902008848
-9220269690751098504,0.6721716963564035,0.7252516450752425
-9219786973987469986,0.37055377218288993,-0.0691621142652421
-9219546532049677881,-1.3102527352299436,-1.3422031375681829
-9219095265452747336,0.4294996695486036,0.7252516450752425
-9218800669991744613,-1.2365549192650696,-1.2384626881364904
-9218769758265075451,0.4202288367626776,0.8078754521240781
-9218490551414704140,-0.16982858300951165,0.8230278147431503
-9218059310877913209,-0.6382401170331324,-0.3311198802649773
-9217828388319628528,-1.0883826158018268,-1.756026595674826
-9217344858663536832,0.634303150431798,0.597488418256188
-9217328094850646410,-1.4607049001255037,0.565601072474761
-9217180875693300940,0.6944799301815737,0.860631223160251
-9215725619589551602,-1.2444173153795872,-1.7560265956748258
-9215499330842958110,-0.9272108556715747,-0.6084383041611979
-9215415934058056742,-0.5129841760558754,0.8601945339347689
-9215366645863193309,-1.4146766528997443,-1.058095029775513
-9215095438329976866,-1.1003984101671762,-1.5938260571897775
-9215019511901153354,0.6645095394313443,0.565601072474761
-9214984708929120040,-0.4057471855767934,0.8230278147431503
-9214803596739518785,0.7272957653405348,0.7252516450752425
-9213968140773527633,0.4670203658188844,0.7833259970024107
-9213545166467250025,-0.266403938291245,-0.0824480823485115
-9213529970310881223,0.6097274425611601,0.013367025053017302
-9213518154221244258,0.7294770350085734,0.8230278147431503
-9213441458607865032,0.6769798559118143,0.7578437016312117
-9213363465601207106,-0.900522222377294,-0.16136192486311
-9213342258828483754,0.7510400398434973,0.6943144436089557
-9213214783575626140,-1.4482490360113296,-1.407588189091579
-9212980897045627011,-0.4615939589919363,-1.5938260571897778
-9212652117838556260,-0.4479160308700283,-0.8713297853109042
-9212120960803985948,-1.3045972517221727,-0.492337572091911
-9211867491814925584,0.6579447943728912,0.8230278147431503
-9211743851962215525,0.6448688713200025,0.763256414754702
-9211552022013259347,0.6182432861593379,0.565601072474761
-9210550099490733547,0.3236369107750386,0.8230278147431503
-9210362367717544648,0.655184121769959,0.6454263587750018
-9210222973793825409,0.6917052888953884,0.8230278147431503
-9210107287531782328,-1.3087996642428097,-0.8422749460404845
-9209736269983813266,0.5783828631578666,0.6454263587750018
-9209350112530642936,-0.8670432319002213,-1.6306588648614169
-9209179452485347162,-1.259871848939231,-0.2037675159197386
-9208819329171643562,0.6054431690866867,0.6454263587750018
-9208800366247798312,-0.4522472072495319,-1.4594727783571058
-9208763825207396687,-1.4068353210611435,0.7128978032047649
-9208630317931895844,0.6702307370572335,0.6455034741805351
-9208630260681234445,0.7183801540963151,0.4744529648149679
-9208608152731237326,0.6418178016291083,0.6239976584561445
-9208586263721034070,0.69095612352506,0.8601945339347689
-9208379463317849098,0.6951063068634346,0.8601945339347689
-9208120708753664755,0.6735745798258904,0.8230278147431503
-9208074793102717394,0.6768560627440777,0.565601072474761
-9207774105273878463,-1.278348508858396,-1.5938260571897778
-9207773289590081691,0.6887244293053492,0.6320057444513439
-9207697740876706148,-0.10766603090826665,0.7252516450752425
-9207457737339158898,-1.1665090811703724,0.565601072474761
-9207043603352597471,0.760303445396097,0.8601945339347689
-9207016448234720476,0.7638273294204343,0.8230278147431503
-9206481274189728014,-1.221049267748418,-0.1838609673818179
-9206192721212727916,0.5241778112126616,-0.6084383041611979
-9205932494580329557,0.785846834452261,0.8183392684862161
-9205661873357211851,0.5989211003684896,0.5989587039165369
-9205459926753147422,0.6381340847058721,0.565601072474761
-9203730337003703784,-1.0431808848882271,0.565601072474761
-9203428567123218625,-1.1993173955572862,0.8416111743389595
-9203411453664037948,-1.2225390534097202,-0.9433764412552876
-9203267541039371422,-1.258867733329072,-1.7560265956748258
-9202883868394114224,0.6380501039366832,0.8230278147431503
-9202660914673264765,0.7094858467470533,0.8601945339347687
-9202334315814386893,0.7208681830601555,0.8601945339347689
-9202150180497348335,-1.3988740568496836,-1.7560265956748258
-9202060797656667398,0.6939209779760208,0.744806879008824
-9201727922114295255,-1.242278330415653,-1.5938260571897778
-9200484592046828240,0.6726081171452895,0.6822863060316116
-9200370774253169602,0.7656195385425404,0.565601072474761
-9200212169792690078,0.1829516234183379,0.565601072474761
-9200200151103635489,-1.1384324480581798,-0.8713297853109042
-9199985293403517799,-1.5463443031347874,-1.7560265956748258
-9199880608055866801,-0.4493937395936038,0.21159214168978888
-9199859107965412624,-1.283344856124243,-1.406450827863457
-9199752356589150297,-1.023456955048806,-0.6084383041611979
-9199519559302613090,-1.7560265956748258,-1.4178491937393682
-9199382671162439486,-0.2688425497176334,-1.5938260571897778
-9199317582209738899,-1.2435638494942889,0.8230278147431503
-9199084297333554939,0.6792586062923317,0.7252516450752425
-9198748509635099371,0.300469820843749,-1.674926326432302
-9198499376136729327,-0.4970149411133631,0.565601072474761
-9198356153664239771,-1.2835701752185584,-1.505291134048008
-9198079105173672410,0.5342760752600421,0.8601945339347689
-9198006840697060212,0.6621367854828202,0.4604241357827168
-9197933924418036345,0.6327902341274162,0.7252516450752425
-9197657373313188797,0.7039903839559702,0.2170450318472075
-9197569297070340794,0.712862354618817,0.8140786714543633
-9197555946161848620,-0.22564764002233484,0.8230278147431503
-9197338554022261044,-1.5938260571897778,0.7252516450752425
-9197117397880475379,0.6038125759248952,0.7252516450752425
-9197087708354551261,0.6864141353269164,0.6175675030871047
-9196721756212638394,0.03149412230939648,0.0816775361725928
-9196552796859518386,0.487978408626275,0.0133670250530173
-9196356821563922624,0.4828022484347812,0.565601072474761
-9196223651535496102,-0.9580830744434384,0.7252516450752425
-9195882251428175237,0.546632727610688,0.565601072474761
-9195823038687793835,-0.5920375482684208,0.0858715493655869
-9195807695749573228,-1.261193869685308,0.0133670250530173
-9195755973223365920,0.026592999388410178,0.8230278147431503
-9194629261031949748,-1.3478330867918373,-1.5938260571897778
-9194048685401875003,-0.9395287685416945,-1.3607131382979332
-9194023942803656740,0.6882808292504422,0.8230278147431503
-9193789042817358575,-0.6836035296070422,0.6454263587750018
-9193649162545471182,0.8064404667743312,0.7252516450752425
-9193568573275166250,0.4636387971854996,0.4235504864868028
-9193565020535780187,-1.412410961206408,-1.7560265956748258
-9193529043482805232,0.6518403778447639,0.5487936166402969
-9193209278488586905,0.4806916514500386,0.8230278147431503
-9193119277223760455,0.6553941590100668,0.8601945339347689
-9192825386615757496,-1.242854196517448,-1.5475703998252204
-9192712346921696417,-1.6392664263900285,-0.6084383041611979
-9192495778480216866,-1.2333801015284247,-0.24395900315452804
-9192255832594428398,-0.9405108394397931,-0.490305941411673
-9192126919313130201,0.24355114610906756,0.2383020451775531
-9191908173997736247,0.565601072474761,0.8230278147431503
-9191547102325376615,-0.17451207773358104,0.6188179300082548
-9190905109079318101,0.6424112444285738,0.8416111743389596
-9190711700748938126,0.6302381423818078,0.8601945339347689
-9190394416993724721,0.06154474648105498,0.8230278147431503
-9190011029538785496,-1.5074680667410612,0.8230278147431503
-9189856009243455914,0.679679700092876,0.7741397299091964
-9189403728948362072,-1.399050022681817,-1.7560265956748258
-9189382746470133566,0.41094531193429423,0.565601072474761
-9189050416488313768,0.113907526571559,-0.3149284600022081
-9188363013726783940,-0.5153874752997916,0.7252516450752425
-9187811049373599869,0.6115963202384884,0.565601072474761
-9187423031043577214,-0.5565460002473637,-1.4096383237630232
-9187189957422900033,0.7832205842977202,0.7435187665569808
-9187077452995059187,0.6637135767870606,0.7513804903753886
-9187051028196320245,0.7752855023410321,0.7851632504210536
-9186256195525128527,0.6588690739100201,0.7452384242364672
-9185989896153187365,0.7554424902125926,0.8292222679417532
-9185986469555093332,0.15353516755252627,-0.333277192158396
-9185529422281615155,0.27763113032139347,0.6514099865642241
-9185426463096717349,0.6029219110688762,0.7040435751315136
-9185184750127137533,0.17654655234804825,0.2274714711296019
-9185054254099382884,0.654416304009206,0.7252516450752425
-9184067880365728284,0.7578437016312117,0.8230278147431503
-9183194901844814711,0.6855310980855597,0.7252516450752425
-9183145938559101570,0.35624639229478255,0.6249746042907995
-9182577763523045566,0.6701518497182367,0.565601072474761
-9182571905079234450,-0.6895734253678276,-0.4938016208148884
-9182111249755064411,0.6201508969105861,0.4536754699712088
-9181653267976420795,0.6394303951719049,0.4733724429040715
-9181606993286327325,-1.1162739294234776,-1.756026595674826
-9181311247105922621,0.7364342194407193,0.8230278147431503
-9181122141641647344,0.6777130513813105,0.7936141401316985
-9181095357429737824,-1.1702705525608004,-1.591502679888262
-9181036842780155881,-0.21488872905025763,0.3864472362565526
-9180787628982845768,-1.135069544016167,0.7252516450752425
-9180625255144585091,-0.9325120882464764,0.0133670250530173
-9180577748213028802,0.6750140583847906,0.0133670250530173
-9179803419537649166,-0.6655310166701278,-1.5938260571897778
-9179665806967602023,0.516400510868241,0.8601945339347689
-9179038159807253902,0.6822774736193803,0.698703200025256
-9178769601973504241,-0.31607830572223433,-0.6084383041611979
-9178738953685946640,-0.2235312841101602,-0.5141124923575083
-9178737271946545382,-1.2518019182610547,-1.4711147956241502
-9177714666929073945,0.6220931553378468,0.7128978032047649
-9177690816724953901,0.664434437376627,0.6473373042400432
-9177483543600634832,-1.2038594080684022,-1.5107253531277411
-9177294552620900626,-1.0197560581849932,0.1598455508605701
-9176201391828016417,-1.2028838063361589,-1.7560265956748258
-9175733498622724489,0.6339418221738866,0.7252516450752425
-9175705686716003580,-0.4021459296165441,-1.5938260571897778
-9175240247816289876,-1.016565949380238,0.565601072474761
-9175087805441324945,0.6968477497268273,0.8601945339347689
-9174761177233661053,0.6862149665008993,0.8601945339347689
-9174331450456408416,0.6597040135961653,0.7200358455893596
-9174313660867608385,-1.2852969061048518,-1.7560265956748258
-9174107647314028136,0.565601072474761,0.8230278147431503
-9174075282527917452,0.705380000200941,0.8230278147431503
-9174041603783819556,0.06100319634057652,0.8601945339347689
-9174020782965231557,-0.9442794139991526,-1.5938260571897778
-9173973548280592288,0.598197050595018,0.8601945339347689
-9173835243898915666,-0.9121518677267584,0.565601072474761
-9173701546002910920,-1.6099962641342476,-0.8923495352170968
-9173678537987039591,0.5706301603535041,0.6430796835636373
-9172405224569934103,0.3822045588739218,0.7252516450752425
-9172085582463153646,-1.4768977971952495,-1.6424862187352918
-9171803338098468282,-0.7553494371646073,-0.9551172832107889
-9171575291389537893,-1.3249877499714526,-1.7560265956748258
-9171255669788998306,-0.6793472067601195,-1.5938260571897778
-9170121053290307407,-0.12243321027736392,0.8230278147431505
-9170067016311243380,0.6749940705404759,0.6596508550475776
-9170006991543276978,-1.2967773152991064,-1.1920047974270322
-9169702391527595949,0.5088133833030327,0.3693093350641299
-9169546867396325244,-1.0831145169177008,-0.6084383041611979
-9169499892690450194,-1.2822370069448945,-1.4212033865770348
-9168963221263824103,0.6419884617171163,0.565601072474761
-9168482509732006094,-1.179109940451679,-0.2850217574302855
-9168232951659430045,0.6408386976482566,0.8230278147431503
-9167959051446913756,0.6303029573830525,0.7252516450752425
-9167412706990170646,0.6708940879750112,0.6188179300082548
-9166674410230447725,-0.7896314539571848,-0.6084383041611979
-9166165976090882693,0.2437659763182629,0.6720347875417487
-9165957342953675823,-0.2898975927959077,0.565601072474761
-9165825456959664444,-1.505291134048008,-1.5938260571897778
-9165309877430287000,0.6378344672469388,0.0133670250530173
-9165252356473269752,0.6270776655160958,-0.7622618541548688
-9165120562515226036,0.6797584270574579,0.6048536502159124
-9164607940138497842,-1.458182171634528,-1.5938260571897778
-9164298544060154284,0.7615764187675745,0.8230278147431503
-9164192196297572714,-1.0229383364995204,-1.756026595674826
-9163851242946040945,0.5528191348964799,0.1913381800585736
-9163844056377451930,-1.5425010311001073,-1.7421236923761072
-9163207073257851045,0.7018405564435877,0.565601072474761
-9163159569299397082,0.7754889296132622,0.6514099865642241
-9163090959775728085,0.6358932733298401,0.7036061234068604
-9162679779267050936,-1.1687845513717239,0.2806883286630958
-9162595179115146534,-1.348777953544201,-1.4980679658804272
-9162337738042949252,0.7169197142764253,0.6759623444817711
-9162038944088809434,-1.4025071474108448,-0.7684568361229893
-9162031661752855851,-1.3114172340032324,-1.674926326432302
-9161752624475443951,0.6314423328842429,0.616467113249972
-9161654041037740970,-0.1950655178757069,-1.7560265956748258
-9161178890139407552,0.3306076447561778,0.0133670250530173
-9160925570677770671,-0.4479160308700283,-0.8408632882362616
-9160835980507589062,-1.0831857848065503,-1.7560265956748258
-9160613516781597735,-1.2029654916016852,-1.7560265956748258
-9160339755728468114,0.7142131334213137,0.7252516450752425
-9159954697189534356,0.5829158292141721,0.6820656919387988
-9159697100900647737,0.6053109411495269,0.6364517702993947
-9159531532189926714,-1.054788640521933,-1.581543704199998
-9159377477365744360,-1.7560265956748258,-1.7560265956748258
-9159268934672658804,0.2742588785229241,0.565601072474761
-9159011339083051352,0.7252516450752425,0.565601072474761
-9158948825844463767,0.7710666620788594,0.7252516450752425
-9158191030091034270,-1.038153263772127,0.7684706548501784
-9157516519187542913,0.3613364410490772,-1.5938260571897775
-9157332984620276147,-1.5938260571897778,-0.6084383041611979
-9157026397923002237,-0.5087695161748141,-0.7677096933663777
-9156643552138701724,-1.2115626400438102,-1.086637254492708
-9156515296786630761,-0.8902271391293487,-0.7902295160683802
-9155554251825879903,0.6172759079919159,0.818339268486216
-9155338309208963852,0.5593092279251176,0.565601072474761
-9155274653094999476,0.6093382442047287,0.565601072474761
-9155247176177294955,0.5099772209013949,0.8601945339347689
-9155192379694342931,0.7413485361194226,0.0133670250530173
-9154285985276698011,-1.1747097102546677,-1.0346999939496655
-9153707605087859592,0.6924622586116681,0.7128978032047649
-9153419107603094059,0.5531408848464394,0.565601072474761
-9153356422743372888,0.8230278147431503,0.8601945339347689
-9153330577660695120,-1.34320715357476,-1.674926326432302
-9153296158330885982,0.47352642395557926,0.7741397299091964
-9153200917561233411,0.6789521014881434,0.50646449743385
-9152786709257909546,-0.8413311717017631,-1.7560265956748258
-9152545499217928319,0.6408015492230664,0.6880843497947947
-9152023636676403037,-0.043190703860153445,0.013367025053017298
-9151688001510230214,0.6922540330758779,0.7339683567173992
-9151618480561070055,-1.3719409014097677,-1.7118763066787213
-9151425445923790149,0.5291675470223103,-1.5938260571897778
-9151379916543527790,-1.6306588648614169,-1.7560265956748258
-9151180264494817059,-0.1258345485615202,0.6647682548359198
-9151155752794982677,-1.148613602475264,-0.0662465920138742
-9151111020655159882,-0.06924904528547764,-1.756026595674826
-9150775005497380463,-1.590022116692564,-1.4833136942386052
-9150539480373120156,0.6970805534864397,0.7563143097288536
-9150271450300805218,-1.3289635106760602,-1.7332324627996607
-9150188677519580770,-1.4573126750497318,-1.4062688652556867
-9150165648832473736,-0.28932644639802346,0.8601945339347689
-9149870822835070958,0.7104096303124645,0.8601945339347689
-9149824916089435106,0.6716816419973631,0.6892872933795129
-9149395478774081870,-0.641698369629811,-0.0869398206381728
-9149352380723785095,0.6175210632376041,0.8601945339347689
-9148954957802381502,0.6708951099884569,0.7437751034550978
-9148528615560311693,0.6701958590447943,0.8230278147431503
-9147858180906353172,0.7051959007296908,0.565601072474761
-9147754103161359059,-1.1996193017281196,-1.4735516673935538
-9147542636191572751,-1.2007277707930952,-1.587642475922871
-9147326020729700971,-0.8025069950466717,-1.5495585956188929
-9146913757387089737,-1.2635558748389657,0.0133670250530173
-9146457565907409482,0.7778130764538442,0.565601072474761
-9146171503521048857,0.6844048104095513,0.5732329797558859
-9145737871293862583,0.24713868808003361,0.6226440341852107
-9144957877162561839,0.6900314965869292,0.8601945339347689
-9144934004066175346,0.6678327856401772,0.8183392684862161
-9143953282962859355,0.6973336086345931,0.796871628473843
-9143659246473381997,-1.2366466339910083,-0.6084383041611979
-9143285339005140961,0.5961133886935605,-0.9078376674466596
-9142896812748958736,0.650233706536573,0.7891693379388363
-9142823870433093958,0.7402983069452099,0.7956355917333254
-9142757243303684951,0.7200525389505512,0.6654579149297424
-9142689098310094874,0.457463791835729,0.6412313838476968
-9142638581387896951,-1.361137683449102,0.7252516450752425
-9142509814688978432,0.6688856155483717,0.7372189006536872
-9142506449466606864,0.6280706303730357,0.8230278147431503
-9142209929380097571,0.6553992912808126,0.7252516450752425
-9142149464720146734,-1.2239873429106314,-1.5143240201776689
-9141938779911523873,0.6861351194960503,0.7000923262427984
-9141590711276318967,0.034602261546960944,0.565601072474761
-9141153739271325939,0.1373632630758504,0.8601945339347689
-9140635508312943163,-0.9946054499624788,0.8230278147431503
-9140562047402127893,0.7398029454702879,0.565601072474761
-9140260740628629901,-0.28233692360943824,-1.5938260571897778
-9140182733017100778,-0.23128358444528263,-0.1312829311930818
-9139733913730860310,0.6958238650525325,-0.6084383041611979
-9139586550881501780,0.6790392324828208,0.7252516450752425
-9139509474707395189,0.7064425550541159,0.758671129176053
-9139466904955397921,0.7319852258726158,0.8230278147431503
-9139246893968012412,-1.2927619339931444,-0.0214186158432184
-9138867499772014976,-1.0241985739966182,0.8230278147431503
-9138722938949430558,0.6683428133975318,0.6265220078489488
-9138656450175669402,0.5411035691344475,0.8230278147431503
-9138639623940274354,-1.1280904589748642,-1.7560265956748258
-9138458579108426926,-0.7935733180452085,-0.2677655541003634
-9138401241493811615,0.6810417188386149,0.7358733653158344
-9138229580449621044,0.4741363733357999,0.8548850026216807
-9138219596882800635,-0.05478474133068412,-1.7560265956748258
-9138198214626652392,0.7978774706372286,0.565601072474761
-9138166513206163491,0.6003067701824565,0.6299577580418583
-9138113444954890347,0.3377775837289144,0.43557967729121416
